short_name,value_eur,player_positions,age,height_cm,weight_kg,overall,pace,shooting,passing,dribbling,defending,physic
D. Falcinelli,850000.0,ST,31,186,75,67,56.0,68.0,53.0,67.0,23.0,60.0
C. Clemens,975000.0,RM,30,180,70,67,77.0,65.0,66.0,66.0,51.0,61.0
A. Gonçalves,230000.0,RWB,36,179,83,67,46.0,51.0,65.0,64.0,61.0,81.0
K. Leerdam,700000.0,RB,32,178,70,67,70.0,54.0,62.0,66.0,64.0,72.0
M. Correia,475000.0,CB,33,186,81,67,59.0,38.0,61.0,62.0,66.0,64.0
D. Wotherspoon,800000.0,CM,32,181,76,67,64.0,63.0,69.0,71.0,57.0,65.0
Escassi,500000.0,CDM,33,185,79,67,44.0,58.0,60.0,58.0,66.0,82.0
F. Guerrero,800000.0,LW,32,172,69,67,84.0,59.0,60.0,69.0,51.0,54.0
J. Raitala,475000.0,CB,33,181,76,67,59.0,47.0,65.0,64.0,65.0,72.0
M. Kirkeskov,875000.0,LWB,30,182,84,67,66.0,51.0,65.0,67.0,60.0,72.0
K. Kanak,750000.0,LB,31,180,70,67,74.0,65.0,65.0,69.0,62.0,65.0
R. Varga,800000.0,LM,32,182,79,67,79.0,67.0,65.0,67.0,32.0,63.0
Lee Yong Jae,850000.0,ST,31,186,78,67,83.0,65.0,60.0,67.0,30.0,69.0
L. Tankulić,850000.0,CAM,31,182,77,67,72.0,63.0,61.0,68.0,31.0,68.0
L. Ramírez,325000.0,CAM,37,181,79,67,58.0,66.0,65.0,69.0,41.0,57.0
C. Ramos,475000.0,CB,33,182,79,67,54.0,46.0,50.0,52.0,66.0,71.0
J. Sánchez,625000.0,CAM,33,167,70,67,81.0,67.0,63.0,67.0,32.0,62.0
L. Sætra,825000.0,CB,30,195,90,67,33.0,37.0,52.0,48.0,66.0,78.0
K. Babacar,1000000.0,ST,29,185,85,67,60.0,67.0,53.0,64.0,30.0,72.0
J. Davidson,750000.0,LB,31,180,72,67,65.0,52.0,63.0,66.0,62.0,68.0
S. Morsy,975000.0,CM,30,175,75,67,51.0,59.0,62.0,68.0,64.0,80.0
Y. de Lanlay,975000.0,RW,30,180,72,67,82.0,60.0,62.0,69.0,51.0,60.0
D. Lachman,650000.0,CB,32,189,75,67,70.0,43.0,54.0,59.0,64.0,80.0
M. Bourabia,850000.0,CDM,30,183,73,67,53.0,59.0,68.0,69.0,63.0,61.0
Geraldo,1000000.0,ST,30,170,63,67,80.0,67.0,64.0,75.0,41.0,62.0
P. Arajuuri,325000.0,CB,34,193,92,67,33.0,35.0,44.0,43.0,66.0,78.0
J. McEachran,1000000.0,CM,29,178,65,67,52.0,46.0,70.0,70.0,63.0,53.0
Yun Young Sun,475000.0,CB,33,185,78,67,57.0,33.0,55.0,46.0,65.0,73.0
M. Wunderlich,325000.0,CAM,36,184,70,67,65.0,68.0,67.0,69.0,35.0,65.0
M. Rzatkowski,800000.0,CM,32,172,66,67,64.0,62.0,68.0,69.0,62.0,62.0
P. Chavarría,500000.0,ST,34,185,80,67,65.0,67.0,65.0,67.0,35.0,76.0
P. Barrios,650000.0,CB,32,180,82,67,64.0,44.0,56.0,55.0,67.0,72.0
Fran García,900000.0,LB,29,170,70,67,77.0,34.0,57.0,63.0,62.0,68.0
M. Potzmann,925000.0,RB,28,180,78,67,74.0,62.0,62.0,67.0,63.0,67.0
J. Forster-Caskey,1000000.0,CM,28,178,64,67,64.0,62.0,66.0,69.0,63.0,67.0
F. Jozefzoon,850000.0,RW,31,173,70,67,91.0,57.0,60.0,68.0,35.0,46.0
L. Hinterseer,850000.0,ST,31,192,86,67,41.0,67.0,62.0,65.0,40.0,76.0
S. Skrzybski,1000000.0,ST,29,174,70,67,73.0,70.0,63.0,69.0,33.0,61.0
L. Néry,750000.0,RB,31,174,73,67,71.0,48.0,60.0,65.0,62.0,75.0
R. Smallwood,725000.0,CDM,31,180,72,67,51.0,55.0,61.0,58.0,65.0,72.0
J. Obita,925000.0,LB,28,180,74,67,67.0,58.0,66.0,66.0,62.0,74.0
C. Jenkinson,875000.0,RB,30,185,77,67,70.0,54.0,63.0,65.0,64.0,70.0
M. Kucharczyk,850000.0,RM,31,178,72,67,78.0,64.0,61.0,69.0,42.0,66.0
T. Přikryl,1000000.0,RM,29,177,69,67,79.0,64.0,61.0,69.0,50.0,61.0
R. Janicki,850000.0,CB,29,191,82,67,51.0,35.0,55.0,52.0,66.0,75.0
D. Henry,850000.0,CB,29,188,88,67,63.0,36.0,50.0,45.0,61.0,86.0
J. Ankersen,850000.0,LM,31,178,71,67,81.0,60.0,61.0,68.0,47.0,68.0
Manu Molina,850000.0,CDM,30,178,72,67,59.0,60.0,68.0,67.0,61.0,61.0
Álvaro Vázquez,850000.0,ST,31,182,79,67,70.0,69.0,60.0,66.0,41.0,69.0
Y. Sylla,725000.0,CDM,31,184,79,67,68.0,52.0,60.0,60.0,64.0,80.0
Y. Qasmi,850000.0,ST,31,184,79,67,56.0,68.0,48.0,64.0,30.0,70.0
K. Kraus,850000.0,CB,29,190,91,67,48.0,41.0,47.0,42.0,65.0,79.0
S. Thern,1000000.0,CM,29,181,76,67,75.0,64.0,66.0,70.0,58.0,68.0
C. Aneke,1000000.0,ST,28,191,100,67,54.0,67.0,62.0,64.0,52.0,71.0
W. Chalá,975000.0,LW,30,184,72,67,82.0,67.0,60.0,68.0,37.0,69.0
A. Khalili,975000.0,CM,30,180,76,67,65.0,65.0,68.0,68.0,63.0,68.0
J. Williams,325000.0,CB,34,188,88,67,57.0,46.0,59.0,57.0,66.0,75.0
Z. Erdal,375000.0,LB,34,182,73,67,66.0,51.0,58.0,62.0,66.0,69.0
J. Clark,1000000.0,CM,28,176,73,67,76.0,63.0,68.0,70.0,57.0,62.0
Javi Hernández,625000.0,CAM,33,184,79,67,67.0,67.0,67.0,67.0,45.0,63.0
J. Newell,1000000.0,CM,29,185,71,67,54.0,56.0,69.0,67.0,63.0,73.0
M. Angha,875000.0,CB,28,187,79,67,71.0,37.0,57.0,64.0,65.0,75.0
J. Tamm,825000.0,CB,30,192,90,67,61.0,54.0,47.0,50.0,64.0,79.0
A. Stewart,850000.0,CB,29,183,76,67,53.0,22.0,46.0,52.0,66.0,79.0
S. Wootton,825000.0,CB,30,188,78,67,53.0,29.0,50.0,57.0,66.0,76.0
O. Turton,900000.0,RB,29,180,75,67,64.0,43.0,60.0,62.0,63.0,69.0
A. Galabinov,650000.0,ST,33,192,88,67,33.0,71.0,57.0,60.0,21.0,76.0
E. Gnahoré,900000.0,CDM,28,188,88,67,56.0,64.0,64.0,66.0,64.0,76.0
M. Pospíšil,825000.0,CM,31,178,78,67,72.0,55.0,67.0,70.0,60.0,68.0
C. Galano,850000.0,ST,31,170,69,67,85.0,69.0,66.0,72.0,22.0,65.0
M. Zeitz,725000.0,CDM,31,181,79,67,54.0,54.0,57.0,59.0,66.0,76.0
L. Burnet,750000.0,LB,31,170,65,67,71.0,42.0,60.0,67.0,63.0,66.0
R. Windbichler,700000.0,CB,31,183,78,67,64.0,34.0,53.0,52.0,64.0,74.0
E. Dilaver,700000.0,CB,31,184,82,67,67.0,52.0,59.0,60.0,65.0,73.0
Y. Ayoub,1000000.0,CM,28,174,70,67,69.0,63.0,69.0,68.0,65.0,68.0
P. Papp,650000.0,CB,32,188,80,67,57.0,50.0,56.0,53.0,66.0,71.0
C. Forsyth,525000.0,LB,33,189,83,67,54.0,59.0,63.0,63.0,67.0,67.0
Juan Carlos,825000.0,CM,31,183,73,67,61.0,62.0,67.0,69.0,56.0,59.0
A. Wiegel,875000.0,RB,30,179,70,67,75.0,62.0,62.0,66.0,61.0,70.0
P. Breier,975000.0,LM,30,185,77,67,74.0,64.0,59.0,68.0,33.0,72.0
A. Almici,900000.0,RB,29,179,75,67,72.0,42.0,63.0,64.0,60.0,74.0
Oriol Rosell,875000.0,CDM,29,183,76,67,36.0,56.0,65.0,64.0,65.0,67.0
G. Hall,825000.0,CB,30,191,71,67,56.0,39.0,47.0,45.0,67.0,70.0
D. van Mieghem,800000.0,RW,32,170,68,67,85.0,64.0,63.0,69.0,26.0,49.0
R. Williams,1000000.0,RM,28,173,67,67,82.0,59.0,62.0,67.0,52.0,70.0
L. Droppa,500000.0,CDM,33,183,84,67,53.0,56.0,59.0,60.0,65.0,74.0
Tiago Ilori,950000.0,CB,29,190,76,67,77.0,38.0,49.0,54.0,67.0,70.0
K. Boli,700000.0,CB,31,185,80,67,66.0,35.0,48.0,47.0,67.0,73.0
H. Stengel,1200000.0,CM,26,180,74,67,60.0,61.0,67.0,67.0,62.0,76.0
Luís Leal,425000.0,ST,35,175,80,67,69.0,71.0,62.0,63.0,34.0,70.0
N. Bellomo,825000.0,CM,31,174,70,67,66.0,61.0,67.0,69.0,55.0,66.0
P. Ngawa,825000.0,CB,30,187,75,67,74.0,41.0,50.0,62.0,67.0,71.0
J. Husband,875000.0,CB,28,179,65,67,65.0,49.0,58.0,64.0,67.0,71.0
M. van Duinen,975000.0,LM,30,185,75,67,70.0,65.0,60.0,65.0,48.0,74.0
L. Abecasis,700000.0,RB,32,170,74,67,75.0,49.0,62.0,65.0,63.0,74.0
Luís Martins,875000.0,LB,30,178,73,67,69.0,60.0,66.0,67.0,62.0,63.0
J. Bartkowski,875000.0,RB,30,181,77,67,78.0,45.0,59.0,60.0,61.0,68.0
J. Murphy,1100000.0,LW,27,173,67,67,84.0,65.0,60.0,69.0,28.0,50.0
O. Norburn,1000000.0,CM,29,185,82,67,74.0,61.0,65.0,66.0,64.0,76.0
L. Jans,900000.0,RB,29,175,75,67,68.0,49.0,65.0,67.0,64.0,68.0
M. Baudry,650000.0,CB,32,187,85,67,42.0,24.0,48.0,43.0,68.0,74.0
Insua,975000.0,CB,28,187,80,67,44.0,36.0,53.0,52.0,68.0,65.0
Felipe,725000.0,CDM,31,170,69,67,49.0,64.0,69.0,69.0,60.0,69.0
S. Thesker,700000.0,CB,31,190,84,67,49.0,38.0,49.0,50.0,68.0,72.0
E. Finlay,850000.0,RM,31,175,73,67,79.0,62.0,63.0,65.0,42.0,62.0
L. Vigen,1100000.0,CM,27,180,82,67,72.0,58.0,65.0,67.0,62.0,76.0
Ewerton,1000000.0,CM,29,181,76,67,54.0,60.0,65.0,67.0,66.0,70.0
A. Bosetti,1000000.0,ST,29,170,65,67,74.0,68.0,63.0,70.0,32.0,63.0
T. Lam,1000000.0,CB,28,188,76,67,69.0,56.0,60.0,61.0,65.0,74.0
I. Runje,700000.0,CB,31,192,87,67,34.0,27.0,49.0,45.0,68.0,67.0
L. Zuta,900000.0,LB,29,183,72,67,76.0,49.0,63.0,64.0,63.0,70.0
J. Van Rankin,900000.0,RB,29,173,68,67,73.0,42.0,62.0,65.0,64.0,69.0
D. Furman,1000000.0,CM,29,181,72,67,66.0,64.0,68.0,66.0,64.0,72.0
F. Starzyński,850000.0,CAM,31,184,70,67,32.0,66.0,72.0,69.0,44.0,44.0
D. Grigore,275000.0,CB,35,185,76,67,52.0,54.0,56.0,45.0,66.0,74.0
Z. Bakkali,1200000.0,LW,26,168,70,67,68.0,66.0,62.0,74.0,19.0,52.0
J. Roye,625000.0,CM,33,175,72,67,65.0,64.0,65.0,68.0,61.0,67.0
D. Łukasik,725000.0,CDM,31,179,73,67,51.0,51.0,66.0,64.0,64.0,69.0
F. Ladapo,1000000.0,ST,29,185,79,67,81.0,65.0,46.0,66.0,25.0,73.0
C. Rivero,950000.0,CB,29,179,80,67,55.0,33.0,50.0,61.0,66.0,71.0
R. Quijada,475000.0,CB,33,187,76,67,64.0,33.0,55.0,51.0,69.0,67.0
B. Mugabi,1100000.0,CB,27,187,83,67,74.0,33.0,47.0,51.0,65.0,81.0
B. O'Neill,900000.0,CDM,28,179,78,67,60.0,60.0,65.0,63.0,64.0,74.0
J. Donacien,975000.0,CB,28,183,75,67,82.0,36.0,51.0,60.0,66.0,76.0
J. Adéoti,500000.0,CDM,33,183,81,67,46.0,55.0,63.0,64.0,64.0,73.0
D. Steres,700000.0,CB,31,183,78,67,40.0,27.0,52.0,51.0,65.0,73.0
D. Gallagher,700000.0,CB,31,196,93,67,59.0,32.0,49.0,49.0,66.0,80.0
M. Gajos,825000.0,CM,31,174,65,67,72.0,67.0,66.0,67.0,61.0,70.0
Jozabed,825000.0,CM,31,180,70,67,55.0,64.0,68.0,67.0,58.0,66.0
D. Riolfo,800000.0,CAM,32,169,65,67,61.0,65.0,66.0,69.0,32.0,47.0
B. Godeau,825000.0,CB,30,190,78,67,37.0,35.0,55.0,51.0,70.0,67.0
B. Smith,925000.0,LWB,28,177,70,67,82.0,49.0,60.0,65.0,61.0,66.0
S. Çikalleshi,850000.0,ST,31,185,80,67,59.0,67.0,58.0,60.0,35.0,69.0
L. Zuffi,675000.0,CDM,32,180,76,67,52.0,65.0,70.0,65.0,65.0,65.0
M. Cebula,1300000.0,CF,26,177,65,67,81.0,65.0,66.0,69.0,54.0,65.0
A. Dźwigała,1200000.0,CB,26,185,80,67,64.0,44.0,53.0,56.0,64.0,74.0
P. Faragò,1000000.0,CM,29,187,80,67,57.0,56.0,69.0,65.0,64.0,64.0
E. Yeşilyurt,1000000.0,RM,28,175,72,67,70.0,55.0,65.0,69.0,33.0,61.0
R. Benatelli,850000.0,CDM,30,181,82,67,46.0,62.0,66.0,68.0,60.0,71.0
B. Garuccio,1100000.0,LB,27,174,73,67,76.0,52.0,62.0,66.0,61.0,67.0
M. Konczkowski,925000.0,RB,28,181,78,67,76.0,40.0,65.0,62.0,60.0,71.0
P. Göbel,1000000.0,RM,28,173,68,67,76.0,52.0,67.0,68.0,57.0,64.0
D. Nazarov,800000.0,CAM,32,184,73,67,63.0,69.0,63.0,69.0,32.0,62.0
T. Schröck,850000.0,CB,29,188,84,67,64.0,63.0,58.0,59.0,65.0,77.0
K. Baccus,850000.0,CDM,30,180,75,67,69.0,48.0,63.0,63.0,64.0,66.0
A. Chipciu,625000.0,RW,33,176,73,67,74.0,67.0,67.0,67.0,52.0,70.0
Ricardo Santos,1200000.0,CB,27,196,100,67,68.0,39.0,45.0,51.0,66.0,85.0
A. Meleán,275000.0,CDM,35,183,79,67,54.0,42.0,60.0,47.0,67.0,68.0
K. Angielski,1300000.0,ST,26,177,70,67,73.0,66.0,54.0,64.0,26.0,72.0
J. Jones,1100000.0,LM,27,174,61,67,90.0,60.0,63.0,68.0,40.0,45.0
J. Böðvarsson,1000000.0,ST,30,190,85,67,69.0,64.0,60.0,65.0,37.0,70.0
J. Marié,975000.0,CM,30,177,73,67,37.0,52.0,65.0,69.0,65.0,60.0
Jeong Jae Yong,725000.0,CDM,31,188,83,67,48.0,62.0,61.0,61.0,63.0,78.0
S. Decarli,825000.0,CB,30,188,82,67,57.0,34.0,50.0,54.0,67.0,70.0
D. De Silva,1300000.0,LW,25,170,60,67,79.0,59.0,65.0,72.0,48.0,58.0
Fausto Tienza,675000.0,CDM,32,183,78,67,61.0,54.0,61.0,64.0,64.0,72.0
J. Houghton,1100000.0,CDM,26,183,77,67,59.0,51.0,64.0,61.0,63.0,75.0
Welinton Júnior,1000000.0,ST,29,175,67,67,77.0,70.0,61.0,71.0,22.0,49.0
E. Andersson,1300000.0,CM,26,178,74,67,65.0,58.0,69.0,69.0,56.0,63.0
M. Murillo,1000000.0,ST,28,184,80,67,71.0,68.0,58.0,64.0,35.0,75.0
L. Paz,500000.0,CDM,33,174,76,67,59.0,53.0,58.0,61.0,66.0,74.0
C. Rodríguez,975000.0,RB,27,170,74,67,73.0,41.0,61.0,66.0,63.0,70.0
N. Orellana,1100000.0,LW,26,180,73,67,81.0,65.0,61.0,67.0,28.0,72.0
J. Arboleda,700000.0,RB,32,173,72,67,78.0,40.0,60.0,62.0,62.0,72.0
M. Laba,850000.0,CDM,30,174,70,67,66.0,50.0,61.0,63.0,63.0,73.0
J. Pajoy,625000.0,RM,33,175,74,67,81.0,63.0,63.0,71.0,29.0,53.0
Á. Madrid,1100000.0,CM,27,179,79,67,67.0,53.0,67.0,70.0,57.0,68.0
P. Mullin,1200000.0,ST,27,178,71,67,75.0,68.0,56.0,66.0,38.0,72.0
F. Bravo,900000.0,CDM,28,185,77,67,51.0,45.0,59.0,59.0,64.0,80.0
M. Urruti,850000.0,ST,31,184,75,67,72.0,66.0,62.0,71.0,54.0,69.0
R. Contreras,1300000.0,ST,26,182,79,67,71.0,66.0,52.0,65.0,32.0,73.0
I. Quílez,700000.0,RB,32,179,76,67,70.0,35.0,57.0,66.0,66.0,66.0
L. Albertengo,850000.0,ST,31,185,75,67,66.0,67.0,63.0,66.0,27.0,69.0
A. Sowe,1000000.0,ST,28,191,84,67,72.0,66.0,53.0,63.0,29.0,71.0
F. Curuchet,825000.0,ST,32,175,73,67,81.0,69.0,52.0,69.0,36.0,65.0
L. Lindsay,1300000.0,CB,26,190,89,67,41.0,34.0,47.0,51.0,67.0,75.0
J. Grønning,725000.0,CDM,31,182,79,67,34.0,51.0,56.0,56.0,65.0,74.0
L. O'Nien,1100000.0,CDM,27,174,74,67,75.0,58.0,62.0,64.0,62.0,79.0
D. Islamović,1000000.0,ST,28,190,87,67,54.0,70.0,57.0,62.0,30.0,75.0
R. Emond,1000000.0,ST,30,185,78,67,55.0,69.0,56.0,62.0,30.0,67.0
K. Pallesen,700000.0,RB,32,175,72,67,72.0,37.0,59.0,66.0,60.0,72.0
B. Vriends,700000.0,CB,31,188,85,67,41.0,32.0,48.0,47.0,66.0,80.0
F. Kaufmann,1000000.0,RM,29,181,72,67,80.0,59.0,60.0,69.0,52.0,69.0
U. Ikpeazu,1200000.0,ST,27,191,88,67,58.0,65.0,50.0,63.0,27.0,82.0
M. Sušić,750000.0,RB,31,181,75,67,71.0,47.0,59.0,62.0,62.0,72.0
F. Ballas,850000.0,CB,29,196,96,67,55.0,41.0,46.0,42.0,66.0,74.0
J. Andersen,1000000.0,CM,29,178,75,67,71.0,61.0,64.0,67.0,61.0,81.0
Marco Sangalli,975000.0,RM,30,179,66,67,71.0,70.0,66.0,67.0,53.0,61.0
S. Kutschke,650000.0,ST,33,194,95,67,58.0,67.0,45.0,53.0,39.0,82.0
C. Grant,1100000.0,LWB,27,184,76,67,68.0,61.0,65.0,66.0,62.0,73.0
Flávio,1000000.0,CB,28,191,84,67,48.0,29.0,40.0,44.0,65.0,73.0
Mica Pinto,900000.0,LB,29,176,70,67,77.0,34.0,61.0,66.0,62.0,65.0
M. Schultz,850000.0,CB,29,194,88,67,53.0,26.0,46.0,51.0,66.0,74.0
A. Appindangoye,825000.0,CB,30,184,85,67,52.0,45.0,55.0,52.0,69.0,75.0
Clésio,1100000.0,RW,27,183,73,67,77.0,56.0,62.0,71.0,57.0,62.0
F. Piasecki,1200000.0,ST,27,186,77,67,76.0,68.0,58.0,64.0,35.0,77.0
D. Iorfa,1000000.0,CB,27,193,78,67,80.0,40.0,55.0,57.0,67.0,70.0
S. Marreh,1200000.0,CDM,26,184,78,67,44.0,32.0,55.0,60.0,66.0,71.0
F. De Col,925000.0,RB,28,183,80,67,76.0,30.0,51.0,57.0,63.0,74.0
C. Mafla,900000.0,LB,29,174,73,67,62.0,35.0,51.0,62.0,66.0,73.0
G. Koomson,1100000.0,RM,27,180,69,67,86.0,61.0,62.0,67.0,40.0,63.0
C. Cuevas,1100000.0,LW,27,172,65,67,85.0,57.0,63.0,70.0,60.0,70.0
C. Johansson,1000000.0,CB,28,187,80,67,53.0,27.0,44.0,49.0,67.0,73.0
A. Salétros,1300000.0,CM,26,183,73,67,63.0,57.0,69.0,65.0,61.0,69.0
F. Avenatti,1000000.0,ST,29,197,90,67,49.0,65.0,63.0,65.0,43.0,73.0
V. Hoff,1300000.0,CM,26,181,74,67,67.0,54.0,65.0,68.0,64.0,66.0
M. Harness,1100000.0,LW,26,180,70,67,84.0,63.0,61.0,68.0,28.0,53.0
E. Gliozzi,1200000.0,ST,26,180,82,67,62.0,68.0,51.0,64.0,35.0,63.0
S. Szmodics,1200000.0,CAM,26,167,64,67,80.0,65.0,62.0,70.0,48.0,64.0
L. González,975000.0,CB,28,179,70,67,73.0,43.0,56.0,63.0,65.0,77.0
M. Bălașa,1100000.0,CB,27,186,78,67,67.0,51.0,56.0,52.0,67.0,74.0
J. Arrascaita,1000000.0,LM,28,175,68,67,79.0,53.0,61.0,69.0,37.0,44.0
J. Morrell,1300000.0,CM,25,168,63,67,71.0,47.0,66.0,72.0,55.0,52.0
Léo Bonatini,1000000.0,ST,28,185,82,67,59.0,66.0,64.0,67.0,33.0,67.0
B. Borrello,1100000.0,RM,26,177,82,67,70.0,64.0,61.0,69.0,26.0,68.0
F. Leys,975000.0,CDM,28,177,70,67,64.0,50.0,59.0,62.0,67.0,65.0
A. Tahiri,1200000.0,CM,27,179,61,67,73.0,58.0,69.0,71.0,52.0,54.0
G. Ariyibi,1100000.0,LM,27,183,72,67,88.0,51.0,57.0,70.0,33.0,64.0
D. O'Shaughnessy,1000000.0,CB,27,190,84,67,54.0,39.0,57.0,51.0,67.0,74.0
A. Oudrhiri,1000000.0,CM,29,180,73,67,68.0,47.0,69.0,70.0,59.0,63.0
Sim Sang Min,900000.0,LB,29,172,70,67,73.0,47.0,60.0,66.0,61.0,70.0
C. Bishop,1400000.0,ST,25,183,72,67,73.0,64.0,52.0,63.0,33.0,79.0
Zhang Xizhe,825000.0,CM,31,180,69,67,75.0,63.0,68.0,70.0,48.0,62.0
N. Sandberg,1100000.0,RW,27,183,73,67,72.0,64.0,65.0,67.0,51.0,68.0
Ding Haifeng,875000.0,LB,30,182,71,67,80.0,52.0,64.0,68.0,61.0,64.0
David Goldar,1000000.0,CB,27,182,77,67,51.0,41.0,59.0,49.0,65.0,75.0
R. Aarons,1200000.0,LW,26,175,76,67,78.0,62.0,66.0,70.0,39.0,52.0
J. Cardona,1100000.0,LM,27,170,64,67,76.0,62.0,62.0,73.0,45.0,58.0
Jeong Woo Jae,875000.0,LWB,30,179,70,67,75.0,60.0,61.0,65.0,62.0,71.0
B. Ajdini,900000.0,RB,29,176,73,67,77.0,63.0,65.0,69.0,59.0,60.0
J. Ginnelly,1300000.0,RW,25,173,65,67,91.0,62.0,59.0,68.0,45.0,58.0
E. Öztümer,850000.0,CAM,31,160,60,67,73.0,64.0,65.0,74.0,30.0,50.0
M. Coppolaro,1200000.0,RB,25,189,80,67,69.0,42.0,53.0,57.0,65.0,73.0
E. Lancini,1000000.0,CB,28,188,79,67,66.0,34.0,43.0,52.0,66.0,74.0
M. Hebo Rasmussen,1200000.0,CM,26,190,75,67,51.0,61.0,67.0,64.0,57.0,70.0
J. Biada,1000000.0,CAM,29,179,76,67,57.0,72.0,61.0,68.0,35.0,65.0
Ş. Özbayraklı,700000.0,RB,32,171,71,67,70.0,56.0,63.0,66.0,63.0,71.0
J. Kubicki,1200000.0,CM,26,180,70,67,71.0,56.0,63.0,67.0,62.0,76.0
M. Moscati,1000000.0,CM,29,180,75,67,74.0,64.0,68.0,67.0,60.0,74.0
A. Mateiu,675000.0,CDM,32,175,74,67,62.0,64.0,64.0,69.0,61.0,70.0
W. Kaptoum,1300000.0,CM,25,174,72,67,56.0,59.0,65.0,71.0,59.0,63.0
L. Gregory,650000.0,ST,33,188,80,67,51.0,67.0,56.0,64.0,28.0,79.0
A. Batisse,1200000.0,CB,27,186,87,67,45.0,44.0,62.0,61.0,65.0,78.0
J. Strauß,1100000.0,RB,26,177,68,67,78.0,52.0,61.0,67.0,59.0,63.0
B. Spittal,1200000.0,RM,26,183,72,67,80.0,62.0,64.0,65.0,52.0,59.0
C. Mac-Intosch,650000.0,CB,32,181,78,67,71.0,38.0,52.0,58.0,65.0,77.0
G. Jung,1000000.0,CB,27,189,76,67,69.0,41.0,59.0,60.0,68.0,70.0
M. Ritter,1100000.0,CM,27,173,72,67,77.0,67.0,66.0,75.0,58.0,67.0
P. Johansson,1100000.0,RB,27,185,80,67,82.0,52.0,58.0,63.0,60.0,78.0
M. Szwoch,1000000.0,CAM,29,173,60,67,69.0,64.0,68.0,68.0,54.0,65.0
D. Agazzi,1000000.0,CM,29,173,70,67,63.0,46.0,64.0,69.0,64.0,68.0
R. Rubin,1300000.0,ST,26,180,73,67,74.0,66.0,61.0,68.0,28.0,66.0
C. Leemans,1200000.0,CM,26,189,79,67,55.0,71.0,71.0,64.0,58.0,72.0
W. Boyle,1100000.0,CB,26,191,84,67,46.0,29.0,44.0,49.0,66.0,78.0
D. Roßbach,950000.0,CB,29,187,83,67,55.0,37.0,53.0,57.0,67.0,74.0
P. Pflücke,1300000.0,LW,25,170,66,67,79.0,62.0,64.0,71.0,27.0,44.0
L. Cueto,1200000.0,LW,26,175,64,67,87.0,63.0,54.0,71.0,35.0,51.0
M. Orihuela,875000.0,LB,30,178,72,67,68.0,50.0,62.0,66.0,65.0,59.0
B. Bahn,1000000.0,CAM,29,180,69,67,74.0,64.0,68.0,70.0,35.0,61.0
R. Neudecker,1400000.0,CM,25,174,72,67,75.0,59.0,68.0,71.0,50.0,69.0
F. Soyalp,1200000.0,CM,27,175,73,67,70.0,61.0,69.0,70.0,52.0,64.0
E. Ersoy,1200000.0,CB,25,187,82,67,51.0,29.0,45.0,50.0,66.0,77.0
Lü Wenjun,625000.0,LM,33,185,71,67,83.0,60.0,61.0,64.0,44.0,71.0
Li Ang,875000.0,CB,28,188,88,67,56.0,61.0,64.0,58.0,64.0,80.0
T. Bingöl,900000.0,LB,29,180,74,67,74.0,60.0,66.0,67.0,60.0,64.0
G. Docherty,1300000.0,CM,25,177,79,67,67.0,62.0,64.0,70.0,64.0,78.0
N. Royón,850000.0,ST,31,177,78,67,80.0,71.0,60.0,63.0,24.0,58.0
J. Benítez,1000000.0,ST,29,182,80,67,70.0,65.0,53.0,67.0,23.0,70.0
A. Kalik,2000000.0,CAM,24,180,72,67,72.0,62.0,65.0,67.0,57.0,75.0
Z. Vyner,1300000.0,CB,25,187,73,67,70.0,35.0,56.0,61.0,67.0,71.0
F. Al Sagour,1200000.0,RB,26,176,68,67,91.0,45.0,57.0,64.0,57.0,63.0
Cristo González,1600000.0,ST,24,178,69,67,73.0,66.0,62.0,71.0,36.0,61.0
V. Jacob,1000000.0,LM,28,171,67,67,77.0,64.0,67.0,67.0,42.0,46.0
Carlos Nieto,1200000.0,LB,26,179,74,67,68.0,56.0,61.0,62.0,63.0,74.0
S. Gümüş,1000000.0,RM,28,179,73,67,71.0,70.0,64.0,70.0,29.0,59.0
B. Thompson,1300000.0,CM,26,171,78,67,67.0,60.0,64.0,70.0,63.0,77.0
Carlos Embalo,1200000.0,ST,27,175,72,67,80.0,64.0,62.0,71.0,28.0,61.0
D. Bohar,975000.0,LM,30,172,69,67,77.0,64.0,64.0,67.0,33.0,65.0
I. Cissé,1300000.0,CB,26,185,70,67,72.0,38.0,61.0,63.0,65.0,75.0
C. Chaplin,1300000.0,RW,25,168,69,67,80.0,65.0,59.0,71.0,35.0,54.0
E. Koffi,975000.0,RB,27,174,68,67,84.0,55.0,60.0,62.0,59.0,74.0
C. Hamilton,1100000.0,RM,27,185,74,67,91.0,60.0,59.0,64.0,55.0,65.0
M. López Quintana,1300000.0,CB,26,182,81,67,59.0,30.0,41.0,41.0,67.0,76.0
Q. Lecoeuche,925000.0,LB,28,172,65,67,79.0,47.0,59.0,65.0,61.0,68.0
R. Assalé,1000000.0,ST,28,167,65,67,84.0,68.0,64.0,72.0,29.0,53.0
R. Hardie,1400000.0,ST,25,188,73,67,86.0,64.0,48.0,64.0,24.0,64.0
Rômulo,1200000.0,CM,26,172,74,67,75.0,62.0,67.0,68.0,51.0,64.0
J. Jones,875000.0,LB,30,175,73,67,77.0,57.0,64.0,68.0,61.0,68.0
R. García,500000.0,CDM,33,183,80,67,41.0,35.0,52.0,53.0,70.0,73.0
